10.884353741496597, 4180.327868852459
16.32653061224491, 4387.978142076502
20.408163265306115, 4595.628415300546
25.850340136054427, 4879.781420765027
36.734693877551024, 5174.863387978142
46.25850340136054, 5469.945355191257
57.14285714285714, 5710.382513661202
66.66666666666666, 5918.0327868852455
76.1904761904762, 6103.825136612022
92.51700680272108, 6366.120218579235
108.843537414966, 6573.770491803279
121.08843537414967, 6704.918032786885
140.1360544217687, 6923.497267759563
153.7414965986395, 7054.644808743169
171.42857142857142, 7196.72131147541
195.91836734693877, 7360.655737704918
219.04761904761907, 7502.732240437159
246.25850340136057, 7633.879781420765
