655.758107,2056.91505
678.8448884,2069.643749
701.5348445,2079.307811
720.8199715,2087.23351
738.0238299,2094.903542
755.2276883,2103.340577
772.4315467,2111.010608
789.635405,2118.808474
806.8392634,2127.117675
824.0431218,2135.043375
841.2469802,2142.713406
858.4508386,2150.383438
875.654697,2158.181304
892.8585554,2165.851335
910.0624138,2173.010032
927.2662722,2180.680063
944.4701306,2188.350095
961.6739889,2195.508791
978.8778473,2203.178823
996.0817057,2210.976689
1013.285564,2217.879717
1030.489423,2225.677583
1047.693281,2233.475449
1064.897139,2240.250643
1082.100998,2247.537173
1103.467393,2256.528155
1126.674631,2265.753499
1143.096496,2272.549999
1161.864341,2280.262642
1179.0682,2287.421339
1196.414239,2295.73054
1216.603891,2302.392104
1235.371736,2310.431434
1252.575594,2317.59013
1269.779453,2324.493159
1287.634973,2333.093537
1303.665841,2338.757287
1321.432313,2346.950498
1340.880714,2355.045452
1358.926719,2359.008301
1384.790792,2369.073696
1399.590384,2374.476199
1414.973639,2380.207593
1433.998101,2387.898754
1456.675914,2396.351768
1476.225754,2404.005821
1493.429612,2410.781016
1513.761445,2417.939712
1526.273342,2422.260497
1543.4772,2428.447655
1564.891793,2438.33413
1587.268839,2444.273488
1604.472698,2450.409513
1621.676556,2456.545538
1638.880415,2462.681564
1656.084273,2468.945423
1673.288131,2475.209282
1690.49199,2481.345308
1707.695848,2487.481333
1724.899707,2493.489525
1742.103565,2499.114215
1759.307423,2504.994572
1775.729288,2510.427511
1806.227037,2520.206802
1823.430896,2526.214993
1840.634754,2531.967517
1857.838612,2537.592207
1875.042471,2543.344731
1892.246329,2548.969421
1909.450188,2554.721945
1926.654046,2560.474468
1945.198465,2566.183852
1962.144523,2571.011845
1978.887168,2576.522878
1995.469479,2582.078391
2012.673338,2585.870796
2029.877196,2591.91432
2047.081055,2598.092957
2064.284913,2602.141029
2081.488771,2608.412167
2098.69263,2613.397687
2115.896488,2618.638876
2133.100347,2623.880064
2150.304205,2628.993419
2167.508063,2634.234607
2184.711922,2639.347962
2201.91578,2644.58915
2219.119639,2649.446837
2236.323497,2654.17669
2253.527355,2658.778709
2270.731214,2663.508562
2287.935072,2668.366248
